"DScore","WLoc","NumOT","Poss","Pace","Conf_Tour","DFGM","DFGA","DFGM3","DFGA3","DFTM","DFTA","DOR","DDR","DAst","DTO","DStl","DBlk","DPF","DFG.P","DFG3.P","DFT.P","DEFG.P","DTO.P","DOR.P","DDR.P","DFT.R","DORtg","DDRtg","DFTA.R","D3PA.R","DTS.P"
15,"H",0,76.125,76.125,0,3,-4,4,6,5,4,-4,1,2,-2,-1,1,-5,0.074780058651026,0.058333333333333,0.131221719457014,0.111436950146628,-0.014057248544963,-0.067857142857143,-0.0678571428571429,0.089442815249267,19.7044334975367,-19.7044334975367,0.0772238514174,0.120234604105571,0.121975798852755
16,"H",0,69.0375,69.0375,0,2,3,3,4,9,7,5,3,3,-3,2,2,-3,0.012866015971606,0.128205128205129,0.15875,0.04148181011535,-0.047889344262295,0.14375,0.14375,0.165039929015084,23.1758102480534,-23.1758102480534,0.109582963620231,0.069653948535937,0.0743929270705069
15,"A",0,62.8875,62.8875,0,3,-5,5,5,4,5,-9,-1,5,-8,3,-4,-4,0.096491228070175,0.213675213675213,0.063725490196079,0.147098515519568,-0.077687197797778,-0.173684210526316,-0.173684210526316,0.088731443994602,23.8521168753726,-23.8521168753726,0.116396761133603,0.11808367071525,0.144357033771582
4,"H",0,61.2375,61.2375,0,-4,-5,1,6,11,13,-2,-2,2,-4,-2,-1,-5,-0.035555555555556,-0.073684210526316,0.166666666666667,-0.0144444444444439,-0.052751775759365,-0.066666666666666,-0.066666666666666,0.26,6.531945294959,-6.531945294959,0.32,0.175555555555556,0.0231089559033341
19,"H",0,65.0375,65.0375,0,10,7,4,5,-5,-5,-1,2,7,-8,5,1,2,0.122641509433962,0.08974358974359,-0.0757575757575759,0.148270440251573,-0.107464918155342,-0.015180265654649,-0.015180265654649,-0.105345911949686,29.2139150490104,-29.2139150490104,-0.107547169811321,0.037106918238993,0.115133696981746
10,"H",0,74.7625,74.7625,0,6,-4,-5,-16,3,1,-2,8,1,3,1,-1,-1,0.128598331988162,0.019607843137255,0.118421052631579,0.092144202313694,0.037589163681185,0.004464285714286,0.00446428571428603,0.063761097659403,13.3756896839989,-13.3756896839989,0.037395749260156,-0.235673930589185,0.099070932892827
15,"A",0,64.275,64.275,0,5,0,3,8,2,-6,-8,3,5,-3,-4,0,-1,0.096153846153846,-0.032679738562091,0.221153846153846,0.125,-0.024863746668258,-0.090909090909091,-0.0909090909090911,0.038461538461538,23.3372228704779,-23.3372228704779,-0.115384615384615,0.153846153846154,0.135003885003885
8,"H",0,53.125,53.125,0,5,13,4,12,-6,-2,5,-6,6,-8,7,-4,-1,-0.00135501355013501,0.072727272727273,-0.303571428571429,0.029810298102981,-0.134971625748337,0.032224532224532,0.0322245322245319,-0.193315266485998,15.0588235294114,-15.0588235294114,-0.130984643179765,0.163504968383017,-0.032161867831008
10,"A",1,72.6875,64.6111111111111,0,-1,-3,0,-7,12,11,0,2,0,-3,1,3,-9,0.00226116449971703,0.114130434782609,0.243697478991596,0.00480497456189999,-0.031353571366444,0.01815087918321,0.01815087918321,0.21368004522329,13.7575236457438,-13.7575236457438,0.204070096099491,-0.101187111362352,0.056573058432431
6,"H",0,74.1125,74.1125,0,-1,-3,3,7,5,11,-3,-6,-1,-6,3,6,-4,0.00626959247648895,0.030303030303031,-0.104838709677419,0.035893416927899,-0.062209552655412,-0.113636363636364,-0.113636363636364,0.105015673981192,8.0958003035929,-8.0958003035929,0.218808777429467,0.141379310344828,0.026006931994742
4,"H",1,71.9,63.9111111111111,0,1,8,4,6,-2,-2,8,1,1,1,-3,-4,-1,-0.049903288201161,0.203208556149733,-0.020869565217391,-0.015087040618955,-0.010974297369673,0.192857142857142,0.192857142857142,-0.0951644100580269,5.56328233657861,-5.56328233657861,-0.113733075435203,0.07504835589942,-0.027786835551884
1,"A",0,68.9,68.9,0,2,-5,2,0,-5,-18,-10,5,1,4,-2,-5,4,0.066451990632319,0.105263157894737,0.248484848484848,0.085040983606557,0.065835912140626,-0.130718954248366,-0.130718954248366,-0.065866510538642,1.4513788098694,-1.4513788098694,-0.273126463700234,0.027810304449648,0.090506735707806
13,"H",0,63.5,63.5,0,-1,-4,5,8,10,12,-2,0,2,-4,1,-2,-9,0.024943310657597,0.0849673202614381,0.153846153846154,0.084126984126985,-0.049509357991424,-0.054945054945055,-0.0549450549450551,0.234920634920635,20.4724409448822,-20.4724409448822,0.292063492063492,0.194104308390023,0.096560346103864
13,"H",0,65.7625,65.7625,0,2,2,5,7,4,1,0,3,2,-1,5,1,0,0.019704433497537,0.107142857142857,0.168421052631579,0.060960591133005,-0.015757696390659,0.027777777777777,0.027777777777777,0.061576354679803,19.768104923018,-19.768104923018,0.00554187192118299,0.107758620689655,0.077688068691529
15,"H",0,65.1125,65.1125,0,10,0,-1,-4,-4,-7,0,12,7,3,-1,3,1,0.163934426229508,0.019607843137255,-0.055555555555556,0.155737704918032,0.039184105261108,0.092071611253197,0.092071611253197,-0.0655737704918033,23.0370512574391,-23.0370512574391,-0.114754098360655,-0.065573770491803,0.140799356049049
23,"H",0,57.9375,57.9375,0,8,-1,8,3,-1,3,-2,7,5,-3,-1,0,-3,0.186473429951691,0.422222222222223,-0.227272727272727,0.275845410628019,-0.04136010739873,-0.024926686217009,-0.024926686217009,-0.018357487922705,39.6979503775619,-39.6979503775619,0.071980676328502,0.073913043478261,0.218957893657662
4,"H",2,73.85,59.08,0,5,-2,6,4,-12,-12,-6,2,13,3,-1,0,1,0.100985221674877,0.233409610983982,-0.1875,0.155480295566502,0.045135907012043,-0.089244851258581,-0.0892448512585811,-0.200738916256157,5.41638456330401,-5.41638456330401,-0.194581280788177,0.083128078817734,0.0811225128269301
11,"A",0,73.35,73.35,0,4,-11,3,-11,0,0,-10,1,-1,1,3,4,2,0.135448916408669,0.442307692307692,0,0.170278637770897,0.027551914272475,-0.164705882352941,-0.164705882352941,0.053921568627451,14.9965916837077,-14.9965916837077,0.073787409700722,-0.124871001031992,0.149386987086508
11,"H",0,62.9625,62.9625,0,-4,-5,3,8,16,19,-5,-5,-3,-9,5,1,-11,-0.031818181818182,-0.05,0.30952380952381,0.00378787878787801,-0.117344370739027,-0.147058823529412,-0.147058823529412,0.292424242424242,17.470716696446,-17.470716696446,0.348484848484849,0.175757575757576,0.051108191103981
4,"A",0,61.3625,61.3625,0,4,-1,-1,-9,-3,-9,-4,4,-1,-1,-4,1,4,0.083454281567489,0.0725,0.259090909090909,0.074927431059506,-0.00373801482658799,-0.069478908188586,-0.0694789081885859,-0.052975326560233,6.5186392340599,-6.5186392340599,-0.165820029027576,-0.164005805515239,0.075508955875928
28,"A",0,59.8125,59.8125,0,11,0,-1,-6,7,1,0,15,3,-1,2,2,4,0.239130434782609,0.155555555555556,0.356209150326797,0.228260869565218,-0.013207074527584,0.185758513931888,0.185758513931888,0.152173913043478,46.812957157785,-46.812957157785,0.021739130434783,-0.130434782608696,0.252619570961166
8,"H",0,67.1,67.1,0,5,9,-3,1,1,2,9,5,6,1,1,-1,-1,0.013556618819777,-0.184210526315789,-0.0431372549019611,-0.0199362041467309,-0.00840638444708799,0.21048321048321,0.21048321048321,-0.015948963317384,11.922503725783,-11.922503725783,-0.00558213716108397,-0.027910685805423,-0.0235049693457779
3,"A",0,62.45,62.45,0,3,5,-1,-5,-2,-6,2,2,3,3,-2,-1,3,0.016775777414075,-0.00568181818181801,0.058947368421053,0.00409165302782399,0.02761601455869,0.060606060606061,0.060606060606061,-0.065057283142389,4.80384307445961,-4.80384307445961,-0.166530278232406,-0.128887070376432,0.00782457504538098
6,"A",0,63.25,63.25,0,-1,-5,6,9,2,0,-9,-2,4,-7,9,2,3,0.017271662763466,0.169683257918552,0.2,0.073038641686183,-0.072464851370441,-0.201188455008489,-0.201188455008489,0.0444964871194381,9.4861660079052,-9.4861660079052,0.014637002341921,0.18559718969555,0.0850584424728911
17,"H",0,70.9125,70.9125,0,-1,-6,8,9,11,15,-1,2,2,-1,2,4,-7,0.027568922305764,0.258333333333333,0.01500938086304,0.100250626566416,-0.0115228230408429,0,0,0.223057644110275,23.973206416359,-23.973206416359,0.306599832915622,0.182957393483709,0.103826254421721
16,"H",0,60.825,60.825,0,2,-2,0,-4,12,8,-3,5,0,-3,4,-2,-6,0.071428571428571,0.125,0.252454417952314,0.073051948051948,-0.043211816467631,-0.064039408866995,-0.064039408866995,0.298701298701298,26.3049732840116,-26.3049732840116,0.215367965367965,-0.082251082251083,0.123988137997385
15,"A",0,65.3375,65.3375,0,-1,-13,4,-9,13,17,-8,2,0,-2,-1,-1,-12,0.08147512864494,0.260997067448681,0.01,0.130360205831903,-0.012068005198525,-0.125,-0.125,0.267581475128645,22.957719533193,-22.957719533193,0.350485991995426,-0.054602630074328,0.151498087019892
16,"A",0,54.8875,54.8875,0,3,-12,-2,-6,12,13,-2,11,4,4,-6,0,-6,0.146051208077894,0.016194331983806,0.107142857142857,0.139920663541291,0.06191381790407,0.130555555555556,0.130555555555556,0.281283808150018,29.1505351856069,-29.1505351856069,0.311215290299315,-0.045438153624234,0.181926227560976
3,"A",0,63.15,63.15,0,2,6,1,3,-2,0,-3,-5,3,-8,2,0,1,-0.00925925925926002,0.033613445378151,-0.142857142857143,-0.00231481481481499,-0.108765232578137,-0.1125,-0.1125,-0.0625,4.7505938242281,-4.7505938242281,-0.032407407407408,0.023148148148148,-0.023238641463439
16,"A",0,61.7375,61.7375,0,8,4,1,0,-1,-3,-2,3,5,-2,3,2,-1,0.128205128205129,0.0625,0.04066985645933,0.135416666666667,-0.029175861801992,-0.00980392156862697,-0.00980392156862708,-0.040064102564102,25.9161773638385,-25.9161773638385,-0.092948717948718,-0.025641025641025,0.113767899327464
5,"H",0,65.525,65.525,0,1,6,-3,-6,6,14,8,1,-1,-5,8,-1,-6,-0.014814814814815,-0.044210526315789,-0.083333333333333,-0.048148148148148,-0.079151180566121,0.144148936170213,0.144148936170213,0.087037037037037,7.6306753147653,-7.6306753147653,0.211111111111111,-0.146296296296296,-0.038663717111241
27,"H",0,69.1875,69.1875,0,8,4,10,11,1,-3,1,8,11,-4,1,-2,-1,0.112545514730221,0.356410256410256,0.119047619047619,0.199602780536246,-0.047731850330191,0.083333333333333,0.083333333333333,0.001655081098973,39.0243902439029,-39.0243902439029,-0.084409136047666,0.173121482952665,0.185150086131146
29,"A",0,68.675,68.675,0,9,-1,12,16,-1,-2,-2,8,19,2,-1,3,4,0.145687645687645,0.155555555555556,0.0119047619047621,0.238927738927739,0.0257792954222733,0.019451812555261,0.019451812555261,-0.013519813519813,42.227884965417,-42.227884965417,-0.027505827505827,0.250815850815851,0.219898157350884
22,"H",0,64.7375,64.7375,0,6,-11,9,-1,1,3,-10,5,13,-3,0,1,-3,0.20655737704918,0.514619883040936,-0.04066985645933,0.305573770491803,-0.018680712208772,-0.176282051282052,-0.176282051282052,0.06327868852459,33.983394477698,-33.983394477698,0.128524590163934,0.048524590163934,0.255483020509336
2,"H",0,60.8375,60.8375,0,3,9,-2,-10,-2,-1,10,3,2,1,-1,0,3,-0.0107334525939169,0.121212121212122,-0.080882352941177,-0.044051878354204,-0.01452839522061,0.245045045045045,0.245045045045045,-0.086762075134168,3.287446065338,-3.287446065338,-0.087656529516994,-0.276833631484794,-0.0574354400522989
10,"H",0,69.525,69.525,0,2,13,-3,0,9,4,6,-3,-2,-8,3,-1,-2,-0.087090163934426,-0.166666666666666,0.338935574229692,-0.125,-0.121589347285497,0.141758241758242,0.141758241758242,0.112021857923497,14.3833153541889,-14.3833153541889,-0.00990437158470003,-0.079918032786885,-0.0568415501744139
16,"H",0,62.8125,62.8125,0,5,-4,2,0,4,11,-4,0,4,-5,3,2,-4,0.128148148148148,0.111111111111111,-0.184782608695652,0.151111111111111,-0.060839701601165,-0.086805555555556,-0.086805555555556,0.093333333333333,25.4726368159207,-25.4726368159207,0.237777777777778,0.026666666666667,0.122720702404101
14,"H",0,62.3375,62.3375,0,4,-1,-2,-11,8,13,1,2,3,-5,-1,-2,-11,0.082110412299091,0.032608695652174,-0.160869565217391,0.064116002795248,-0.068578152434708,0.03781512605042,0.0378151260504199,0.154088050314465,22.4583918187288,-22.4583918187288,0.248777078965758,-0.199510831586303,0.0736767654914749
11,"H",0,65.5,65.5,0,1,22,3,10,6,6,9,-12,1,-17,13,-2,-4,-0.19561403508772,-0.030303030303031,0.076726342710997,-0.189912280701754,-0.254655508495832,0.114473684210526,0.114473684210526,-0.015789473684211,16.7938931297705,-16.7938931297705,-0.064035087719299,0.060526315789474,-0.150583589345581
6,"N",0,68.9625,68.9625,1,2,-17,-4,-10,6,11,-2,13,-2,10,-1,10,-5,0.137959866220735,-0.029038112522686,0.029411764705882,0.123188405797101,0.131865983399225,0.037142857142857,0.037142857142857,0.129598662207358,8.700380641653,-8.700380641653,0.239966555183947,-0.0549052396878491,0.124956886703034
6,"N",0,63.475,63.475,1,-1,-2,-1,4,9,12,0,2,1,-3,1,0,-5,-0.000833333333332964,-0.136842105263158,0.00740740740740808,-0.00875000000000004,-0.043108409696954,0.020434227330779,0.0204342273307789,0.196666666666667,9.45254037022501,-9.45254037022501,0.2625,0.095833333333333,0.014713804804651
18,"N",0,55.4625,55.4625,1,8,3,0,0,2,3,5,9,-3,0,1,-3,0,0.118341404358354,0,-0.007692307692308,0.113801452784503,-0.0062557820472299,0.178021978021978,0.178021978021978,0.027542372881356,32.4543610547666,-32.4543610547666,0.041767554479418,-0.018159806295399,0.107355789493623
7,"N",0,66.0875,66.0875,1,-4,-13,3,0,12,13,-7,2,0,-3,0,2,-6,0.021154945683248,0.166666666666667,0.107575757575758,0.056889651229274,-0.022272924815297,-0.088888888888889,-0.088888888888889,0.27472841623785,10.592018157745,-10.592018157745,0.319611206403659,0.066895368782161,0.096377264059287
11,"N",0,65.6625,65.6625,1,7,-3,-1,-2,-2,-5,2,13,2,6,-3,1,-2,0.149300699300699,-0.044642857142857,0.06959706959707,0.141258741258741,0.077447008331117,0.125465838509317,0.125465838509317,-0.019580419580419,16.7523320007614,-16.7523320007614,-0.068881118881119,-0.021678321678322,0.120294811981147
6,"N",0,62,62,1,-1,10,-2,4,10,14,10,-2,-2,-5,0,1,-3,-0.082670356278104,-0.156190476190476,0.0113960113960121,-0.116914562435144,-0.091901403002297,0.141414141414141,0.141414141414141,0.13836042891733,9.67741935483829,-9.67741935483829,0.192320996195088,-0.00484261501210698,-0.077972328339834
1,"N",0,63.725,63.725,1,-3,8,7,14,0,4,2,-13,-5,-5,1,0,-5,-0.112903225806452,0.066666666666667,-0.170940170940171,-0.064814814814815,-0.076925095484465,-0.090531561461794,-0.090531561461794,-0.01194743130227,1.569242840329,-1.569242840329,0.043010752688172,0.175627240143369,-0.074898094700075
4,"N",0,63,63,1,2,9,-3,-3,3,8,4,-7,1,-8,5,-6,-8,-0.06216457960644,-0.116666666666666,-0.145833333333333,-0.107110912343471,-0.128898722824482,0.056140350877193,0.056140350877193,0.005366726296959,6.349206349206,-6.349206349206,0.089445438282648,-0.118067978533095,-0.110098377825713
13,"N",0,73.3625,73.3625,1,0,-16,3,-5,10,17,-9,6,0,-2,2,6,-5,0.110746812386156,0.301136363636364,-0.0446127946127951,0.146994535519126,-0.00540798052286401,-0.149621212121212,-0.149621212121212,0.332969034608378,17.720224910547,-17.720224910547,0.535154826958106,-0.017850637522769,0.145874132270519
3,"N",0,63.7,63.7,1,-9,-1,5,11,16,14,5,-1,-2,0,-1,-1,-4,-0.158979734451432,-0.023809523809524,0.842105263157895,-0.110936408106219,-0.013036096851126,0.111111111111111,0.111111111111111,0.30188679245283,4.70957613814799,-4.70957613814799,0.265897973445143,0.211041229909155,-0.0299464399502739
4,"N",0,60.65,60.65,1,4,7,-6,-3,2,8,2,-4,0,-9,6,0,-7,0.024651162790698,-0.346153846153846,-0.333333333333333,-0.048372093023256,-0.135392829900839,0.00480769230769201,0.00480769230769196,0.007441860465116,6.5952184666117,-6.5952184666117,0.127441860465116,-0.112093023255814,-0.06627887740822
20,"N",0,68.8,68.8,1,4,0,5,-2,7,4,2,8,0,3,0,0,0,0.070175438596492,0.230769230769231,0.141025641025641,0.114035087719298,0.029766393195391,0.116776315789474,0.116776315789474,0.122807017543859,29.06976744186,-29.06976744186,0.0701754385964909,-0.035087719298246,0.126315789473684
6,"N",0,69.4,69.4,1,3,1,8,15,-8,-6,1,4,4,4,-7,2,6,0.046753246753247,0.203703703703703,-0.158730158730159,0.117857142857143,0.046605604438839,0.047008547008547,0.0470085470085471,-0.149675324675325,8.64553314121059,-8.64553314121059,-0.115909090909091,0.263961038961039,0.0589082613054041
8,"A",0,72.375,72.375,0,6,11,1,13,-5,-6,0,-5,8,-8,7,1,7,0.038156288156288,-0.046666666666667,-0.012987012987013,0.042735042735043,-0.097710657972499,-0.032051282051282,-0.032051282051282,-0.153235653235653,11.0535405872194,-11.0535405872194,-0.189255189255189,0.166056166056166,0.00518109328365601
28,"H",0,59.45,59.45,0,9,9,9,12,1,-2,5,7,7,-4,-1,5,2,0.095744680851064,0.244444444444444,0.113871635610767,0.1709726443769,-0.0647645421576844,0.176930596285435,0.176930596285435,-0.036854103343465,47.098402018503,-47.098402018503,-0.11436170212766,0.162993920972644,0.152167865471334
12,"H",0,74.5625,74.5625,0,2,-5,-2,0,10,13,0,5,-6,-2,1,5,-4,0.070512820512821,-0.076923076923077,0.00280112044817904,0.060897435897436,-0.0222764366126625,0.039872408293461,0.0398724082934609,0.187179487179487,16.093880972339,-16.093880972339,0.243589743589744,0.033333333333333,0.07004523503895
4,"A",0,68.6,68.6,0,-1,-1,3,-2,3,4,3,4,1,0,1,-4,-2,-0.00901639344262301,0.175983436853002,0.0238095238095239,0.0170765027322409,-0.001264073798491,0.08933933933934,0.08933933933934,0.052459016393443,5.830903790088,-5.830903790088,0.070491803278689,-0.027049180327869,0.022092084855601
24,"H",0,66.7875,66.7875,0,10,13,0,1,4,9,3,-1,7,-16,10,-1,-5,0.088336192109777,-0.019047619047619,-0.077639751552795,0.080903373356203,-0.198005683300857,0.036374478234943,0.036374478234943,0.02715837621498,35.9348680516563,-35.9348680516563,0.084333905088623,-0.036878216123499,0.067523668153057
6,"H",0,65.45,65.45,0,-5,-11,-1,-3,17,24,3,4,3,2,-6,-4,-16,-0.00983606557377098,-0.011111111111111,-0.0647058823529411,-0.010819672131148,0.022773123013816,0.091591591591592,0.0915915915915919,0.368852459016393,9.16730328495039,-9.16730328495039,0.516065573770492,0.00491803278688496,0.042454497641896
7,"A",0,72.475,72.475,0,2,2,-1,-11,4,0,8,8,-4,3,-4,1,4,0.019354838709677,0.148571428571429,0.190476190476191,0.00940860215053801,0.027153406041846,0.205128205128206,0.205128205128205,0.058064516129032,9.65850293204579,-9.65850293204579,-0.011290322580645,-0.190860215053764,0.035324976505652
12,"H",0,66.05,66.05,0,1,0,7,2,3,0,-1,-2,4,-2,0,6,6,0.019607843137254,0.372549019607844,0.166666666666666,0.088235294117647,-0.022786485525708,-0.043103448275862,-0.043103448275862,0.058823529411765,18.1680545041633,-18.1680545041633,0,0.039215686274509,0.100755667506297
3,"A",0,78.425,78.425,0,3,10,3,14,-6,-12,0,-6,-5,-5,0,-1,10,-0.021961295933898,-0.065390749601276,0.060851926977688,-0.00902370080452308,-0.0560464572364107,-0.035869565217391,-0.035869565217391,-0.119156338334421,3.825310806503,-3.825310806503,-0.227440747988693,0.150467492933246,-0.00982202179219704
11,"H",0,74.3625,74.3625,0,3,3,4,5,1,-3,0,3,11,-1,0,2,2,0.027417027417027,0.10919540229885,0.222689075630252,0.056277056277056,-0.013065868881393,0.021181001283697,0.021181001283697,0.006493506493507,14.7924020843834,-14.7924020843834,-0.057720057720058,0.058441558441558,0.0656397827193679
30,"H",0,69.475,69.475,0,12,10,8,10,-2,-6,3,9,18,-4,3,-1,-1,0.126666666666667,0.24,0.111111111111111,0.188333333333333,-0.058836265732818,0.164983164983165,0.164983164983165,-0.086666666666667,43.1810003598415,-43.1810003598415,-0.18,0.116666666666667,0.165307664345434
5,"H",0,69.6375,69.6375,0,-4,-6,-3,-7,16,19,3,4,2,1,1,2,-5,-0.035145888594164,-0.035714285714285,0.0980392156862741,-0.055039787798408,0.003531073446328,0.082926829268293,0.082926829268293,0.327586206896552,7.1800394902172,-7.1800394902172,0.395225464190982,-0.078912466843501,0.015895837763317
19,"A",0,66.275,66.275,0,3,3,5,4,8,2,-3,4,-1,-5,2,-1,2,0.031974921630094,0.215686274509804,0.233333333333333,0.074137931034483,-0.060842488631333,-0.013450292397661,-0.0134502923976609,0.124764890282131,28.6684270086761,-28.6684270086761,0.00815047021943593,0.052978056426332,0.108274607750257
3,"H",0,65.05,65.05,0,1,10,1,0,0,-8,-3,-9,3,-8,6,-5,3,-0.064576334453154,0.055555555555556,0.311688311688312,-0.067002612915267,-0.104341673736501,-0.150738916256157,-0.150738916256157,-0.044792833146696,4.61183704842431,-4.61183704842431,-0.22247107129526,-0.067189249720044,-0.028994781486274
6,"H",0,69.675,69.675,0,0,5,5,9,1,-2,-6,-11,7,-10,2,3,-5,-0.036109773712084,0.049773755656109,0.178571428571429,-0.00300914780934003,-0.120326205199947,-0.192857142857143,-0.192857142857143,0.00529610014443901,8.61141011840701,-8.61141011840701,-0.046701974000963,0.11386615310544,0.010834816880073
27,"H",0,68.35,68.35,0,9,12,8,5,1,-4,9,13,9,-1,1,3,-3,0.069199457259158,0.254208754208754,0.154761904761904,0.120759837177748,-0.0234320321594746,0.264337508239947,0.264337508239947,-0.046947082767978,39.5025603511339,-39.5025603511339,-0.150881953867028,0.00298507462686598,0.111835912988915
